Year,Catalog_ID,Title,Author(s),LDC Catalog No.,ISBN,ISLRN,DOI,Release Date,Member Year(s),DCMI Type(s),Sample Type,Sample Rate,Data Source(s),Project(s),Application(s),Language(s),Language ID(s),License(s),Online Documentation,Licensing Instructions,Citation,URL
2014,LDC2014T18,ACE 2007 Multilingual Training Corpus,"Song Chen, Kazuaki Maeda, Christopher Walker, Stephanie Strassel",LDC2014T18,1-58563-688-6,600-375-253-846-9,https://doi.org/10.35111/ygjb-7f15,"September 15, 2014",2014,Text,,,"weblogs, newswire",ACE,automatic content extraction,"Spanish, Standard Arabic","spa, arb",LDC User Agreement for Non-Members,LDC2014T18 Documents,"Subscription & Standard Members, and Non-Members","Chen, Song, et al. ACE 2007 Multilingual Training Corpus LDC2014T18. Web Download. Philadelphia: Linguistic Data Consortium, 2014.",https://catalog.ldc.upenn.edu/LDC2014T18
2014,LDC2014T24,Boulder Lies and Truth,Franco Salvetti,LDC2014T24,1-58563-695-9,974-370-635-113-0,https://doi.org/10.35111/tj47-sd65,"November 15, 2014",2014,Text,,,reviews,,"anomaly analysis, subjectivity analysis",English,eng,Boulder Lies and Truth,,"Subscription & Standard Members, and Non-Members","Salvetti, Franco. Boulder Lies and Truth LDC2014T24. Web Download. Philadelphia: Linguistic Data Consortium, 2014.",https://catalog.ldc.upenn.edu/LDC2014T24
2014,LDC2014S01,CALLFRIEND Farsi Second Edition Speech,"Alexandra Canavan, George Zipperlen, David Graff",LDC2014S01,1-58563-665-7,639-168-803-360-2,https://doi.org/10.35111/enjk-8f86,"January 15, 2014",2014,Sound,pcm,8000,telephone conversations,LID,language identification,Iranian Persian,pes,LDC User Agreement for Non-Members,LDC2014S01 Documents,"Subscription & Standard Members, and Non-Members","Canavan, Alexandra, George Zipperlen, and David Graff. CALLFRIEND Farsi Second Edition Speech LDC2014S01. Web Download. Philadelphia: Linguistic Data Consortium, 2014.",https://catalog.ldc.upenn.edu/LDC2014S01
2014,LDC2014T01,CALLFRIEND Farsi Second Edition Transcripts,"David Miller, David Graff, Christopher Cieri, Karen Jones, Stephanie Strassel",LDC2014T01,1-58563-667-3,642-638-339-584-5,https://doi.org/10.35111/t7m9-b537,"January 15, 2014",2014,Text,,,telephone conversations,LID,language identification,Iranian Persian,pes,LDC User Agreement for Non-Members,LDC2014T01 Documents,"Subscription & Standard Members, and Non-Members","Miller, David, et al. CALLFRIEND Farsi Second Edition Transcripts LDC2014T01. Web Download. Philadelphia: Linguistic Data Consortium, 2014.",https://catalog.ldc.upenn.edu/LDC2014T01
2014,LDC2014T21,Chinese Discourse Treebank 0.5,"Yuping Zhou, Jill Lu, Jennifer Zhang, Nianwen Xue",LDC2014T21,1-58563-692-4,492-150-006-320-6,https://doi.org/10.35111/njb6-wb02,"October 15, 2014",2014,Text,,,newswire,,"linguistic analysis, discourse analysis, discourse parsing, information extraction, information retrieval, language generation, subjectivity analysis, summarization","Mandarin Chinese, Chinese","cmn, zho",LDC User Agreement for Non-Members,LDC2014T21 Documents,"Subscription & Standard Members, and Non-Members","Zhou, Yuping, et al. Chinese Discourse Treebank 0.5 LDC2014T21. Web Download. Philadelphia: Linguistic Data Consortium, 2014.",https://catalog.ldc.upenn.edu/LDC2014T21
2014,LDC2014T07,Domain-Specific Hyponym Relations,"Jun Liu, Bifan Wei, Jian Ma, Chenchen Wang",LDC2014T07,1-58563-673-8,382-492-972-333-8,https://doi.org/10.35111/9hpq-hv57,"April 14, 2014",2014,Text,,,web collection,,"relation extraction, information extraction",English,eng,"Creative Commons Attribution-NonCommercial-ShareAlike 3.0 (FP)Creative Commons Attribution-NonCommercial-ShareAlike 3.0 (NFP, Non-Member)",LDC2014T07 Documents,"Subscription & Standard Members, and Non-Members","Liu, Jun, et al. Domain-Specific Hyponym Relations LDC2014T07. Web Download. Philadelphia: Linguistic Data Consortium, 2014.",https://catalog.ldc.upenn.edu/LDC2014T07
2014,LDC2014T06,ETS Corpus of Non-Native Written English,"Daniel Blanchard, Joel Tetreault, Derrick Higgins, Aoife Cahill, Martin Chodorow",LDC2014T06,1-58563-675-4,640-546-772-297-1,https://doi.org/10.35111/7ez0-x912,"June 16, 2014",2014,Text,,,essays,,language identification,English,eng,ETS Corpus of Non-Native Written English,LDC2014T06 Documents,"Subscription & Standard Members, and Non-Members","Blanchard, Daniel, et al. ETS Corpus of Non-Native Written English LDC2014T06. Web Download. Philadelphia: Linguistic Data Consortium, 2014.",https://catalog.ldc.upenn.edu/LDC2014T06
2014,LDC2014T23,Fisher and CALLHOME Spanish--English Speech Translation,"Matt Post, Gaurav Kumar, Adam Lopez, Damianos Karakos, Chris Callison-Burch, Sanjeev Khudanpur",LDC2014T23,1-58563-694-0,221-795-248-256-0,https://doi.org/10.35111/m9me-vh08,"November 15, 2014",2014,Text,,,"telephone conversations, transcribed speech",,"speech recognition, machine translation","Spanish, English","spa, eng",LDC User Agreement for Non-Members,LDC2014T23 Documents,"Subscription & Standard Members, and Non-Members","Post, Matt, et al. Fisher and CALLHOME Spanish--English Speech Translation  LDC2014T23. Web Download. Philadelphia: Linguistic Data Consortium, 2014.",https://catalog.ldc.upenn.edu/LDC2014T23
2014,LDC2014T03,GALE Arabic-English Parallel Aligned Treebank -- Broadcast News Part 2,"Xuansong Li, Stephen Grimes, Safa Ismael, Stephanie Strassel, Mohamed Maamouri, Ann Bies",LDC2014T03,1-58563-666-5,381-030-411-602-1,https://doi.org/10.35111/p8mc-9j50,"February 17, 2014",2014,Text,,,broadcast news,GALE,"machine translation, information detection, cross-lingual information retrieval, automatic content extraction","English, Standard Arabic, Arabic","eng, arb, ara",LDC User Agreement for Non-Members,LDC2014T03 Documents,"Subscription & Standard Members, and Non-Members","Li, Xuansong, et al. GALE Arabic-English Parallel Aligned Treebank -- Broadcast News Part 2 LDC2014T03. Web Download. Philadelphia: Linguistic Data Consortium, 2014.",https://catalog.ldc.upenn.edu/LDC2014T03
2014,LDC2014T08,GALE Arabic-English Parallel Aligned Treebank -- Web Training,"Xuansong Li, Stephen Grimes, Safa Ismael, Stephanie Strassel, Mohamed Maamouri, Ann Bies",LDC2014T08,1-58563-676-2,826-696-438-989-2,https://doi.org/10.35111/0vns-5b63,"April 15, 2014",2014,Text,,,web collection,GALE,"machine translation, information detection, cross-lingual information retrieval, automatic content extraction","English, Standard Arabic, Arabic","eng, arb, ara",LDC User Agreement for Non-Members,,"Subscription & Standard Members, and Non-Members","Li, Xuansong, et al. GALE Arabic-English Parallel Aligned Treebank -- Web Training LDC2014T08. Web Download. Philadelphia: Linguistic Data Consortium, 2014.",https://catalog.ldc.upenn.edu/LDC2014T08
2014,LDC2014T19,GALE Arabic-English Word Alignment -- Broadcast Training Part 1,"Xuansong Li, Stephen Grimes, Safa Ismael, Stephanie Strassel",LDC2014T19,1-58563-690-8,907-876-388-540-6,https://doi.org/10.35111/261x-kx43,"September 15, 2014",2014,Text,,,"broadcast conversation, broadcast news",GALE,"automatic content extraction, content-based retrieval, machine translation, tagging","Standard Arabic, Arabic, English","arb, ara, eng",LDC User Agreement for Non-Members,LDC2014T19 Documents,"Subscription & Standard Members, and Non-Members","Li, Xuansong, et al. GALE Arabic-English Word Alignment -- Broadcast Training Part 1 LDC2014T19. Web Download. Philadelphia: Linguistic Data Consortium, 2014.",https://catalog.ldc.upenn.edu/LDC2014T19
2014,LDC2014T22,GALE Arabic-English Word Alignment -- Broadcast Training Part 2,"Xuansong Li, Stephen Grimes, Safa Ismael, Stephanie Strassel",LDC2014T22,1-58563-691-6,901-500-716-588-1,https://doi.org/10.35111/2aaj-dj35,"October 15, 2014",2014,Text,,,"broadcast conversation, broadcast news",GALE,"automatic content extraction, content-based retrieval, machine translation, tagging","Standard Arabic, Arabic, English","arb, ara, eng",LDC User Agreement for Non-Members,LDC2014T22 Documents,"Subscription & Standard Members, and Non-Members","Li, Xuansong, et al. GALE Arabic-English Word Alignment -- Broadcast Training Part 2 LDC2014T22. Web Download. Philadelphia: Linguistic Data Consortium, 2014.",https://catalog.ldc.upenn.edu/LDC2014T22
2014,LDC2014T05,GALE Arabic-English Word Alignment Training Part 1 -- Newswire and Web,"Xuansong Li, Stephen Grimes, Safa Ismael, Stephanie Strassel",LDC2014T05,1-58563-671-1,642-473-657-451-7,https://doi.org/10.35111/8pby-s456,"March 17, 2014",2014,Text,,,"web collection, newswire",GALE,"automatic content extraction, content-based retrieval, tagging, machine translation","English, Standard Arabic, Arabic","eng, arb, ara",LDC User Agreement for Non-Members,LDC2014T05 Documents,"Subscription & Standard Members, and Non-Members","Li, Xuansong, et al. GALE Arabic-English Word Alignment Training Part 1 -- Newswire and Web LDC2014T05. Web Download. Philadelphia: Linguistic Data Consortium, 2014.",https://catalog.ldc.upenn.edu/LDC2014T05
2014,LDC2014T10,GALE Arabic-English Word Alignment Training Part 2 -- Newswire,"Xuansong Li, Stephen Grimes, Safa Ismael, Stephanie Strassel",LDC2014T10,1-58563-677-0,019-953-960-209-5,https://doi.org/10.35111/1m2h-yb05,"May 15, 2014",2014,Text,,,newswire,GALE,"machine translation, content-based retrieval, automatic content extraction, tagging","English, Standard Arabic, Arabic","eng, arb, ara",LDC User Agreement for Non-Members,,"Subscription & Standard Members, and Non-Members","Li, Xuansong, et al. GALE Arabic-English Word Alignment Training Part 2 -- Newswire LDC2014T10. Web Download. Philadelphia: Linguistic Data Consortium, 2014.",https://catalog.ldc.upenn.edu/LDC2014T10
2014,LDC2014T14,GALE Arabic-English Word Alignment Training Part 3 -- Web,"Xuansong Li, Stephen Grimes, Safa Ismael, Stephanie Strassel",LDC2014T14,1-58563-683-5,281-668-197-339-8,https://doi.org/10.35111/3f7t-jt26,"July 15, 2014",2014,Text,,,web collection,GALE,"automatic content extraction, content-based retrieval, machine translation, tagging","Arabic, Standard Arabic, English","ara, arb, eng",LDC User Agreement for Non-Members,LDC2014T14 Documents,"Subscription & Standard Members, and Non-Members","Li, Xuansong, et al. GALE Arabic-English Word Alignment Training Part 3 -- Web LDC2014T14. Web Download. Philadelphia: Linguistic Data Consortium, 2014.",https://catalog.ldc.upenn.edu/LDC2014T14
2014,LDC2014T25,GALE Chinese-English Word Alignment and Tagging -- Broadcast Training Part 2,"Xuansong Li, Stephen Grimes, Stephanie Strassel",LDC2014T25,1-58563-696-7,445-017-231-229-4,https://doi.org/10.35111/7jck-pe82,"November 15, 2014",2014,Text,,,broadcast conversation,GALE,"automatic content extraction, content-based retrieval, machine translation, tagging","Mandarin Chinese, English, Chinese","cmn, eng, zho",LDC User Agreement for Non-Members,LDC2014T25 Documents,"Subscription & Standard Members, and Non-Members","Li, Xuansong, Stephen Grimes, and Stephanie Strassel. GALE Chinese-English Word Alignment and Tagging -- Broadcast Training Part 2 LDC2014T25. Web Download. Philadelphia: Linguistic Data Consortium, 2014.",https://catalog.ldc.upenn.edu/LDC2014T25
2014,LDC2014S07,GALE Phase 2 Arabic Broadcast News Speech Part 1,"Kevin Walker, Christopher Caruso, Kazuaki Maeda, Denise DiPersio, Stephanie Strassel",LDC2014S07,1-58563-687-8,705-070-804-202-2,https://doi.org/10.35111/2ryw-sp19,"August 15, 2014",2014,Sound,pcm,1600,broadcast news,GALE,speech recognition,Standard Arabic,arb,LDC User Agreement for Non-Members,LDC2014S07 Documents,"Subscription & Standard Members, and Non-Members","Walker, Kevin, et al. GALE Phase 2 Arabic Broadcast News Speech Part 1 LDC2014S07. Web Download. Philadelphia: Linguistic Data Consortium, 2014.",https://catalog.ldc.upenn.edu/LDC2014S07
2014,LDC2014T17,GALE Phase 2 Arabic Broadcast News Transcripts Part 1,"Meghan Glenn, Haejoong Lee, Stephanie Strassel, Kazuaki Maeda",LDC2014T17,1-58563-686-X,476-771-845-495-5,https://doi.org/10.35111/mfxq-tc09,"August 15, 2014",2014,Text,,,broadcast news,GALE,speech recognition,Standard Arabic,arb,LDC User Agreement for Non-Members,LDC2014T17 Documents,"Subscription & Standard Members, and Non-Members","Glenn, Meghan, et al. GALE Phase 2 Arabic Broadcast News Transcripts Part 1 LDC2014T17. Web Download. Philadelphia: Linguistic Data Consortium, 2014.",https://catalog.ldc.upenn.edu/LDC2014T17
2014,LDC2014T04,GALE Phase 2 Chinese Broadcast News Parallel Text Part 1,"Lauren Friedman, Hubert Jin, Song Chen, Gary Krug, Stephanie Strassel",LDC2014T04,1-58563-670-3,820-520-434-845-5,https://doi.org/10.35111/ccbq-js63,"March 17, 2014",2014,Text,,,broadcast news,GALE,machine translation,"English, Mandarin Chinese, Chinese","eng, cmn, zho",LDC User Agreement for Non-Members,LDC2014T04 Documents,"Subscription & Standard Members, and Non-Members","Friedman, Lauren, et al. GALE Phase 2 Chinese Broadcast News Parallel Text Part 1 LDC2014T04. Web Download. Philadelphia: Linguistic Data Consortium, 2014.",https://catalog.ldc.upenn.edu/LDC2014T04
2014,LDC2014T11,GALE Phase 2 Chinese Broadcast News Parallel Text Part 2,"Lauren Friedman, Hubert Jin, Song Chen, Gary Krug, Stephanie Strassel",LDC2014T11,1-58563-679-7,970-706-902-140-5,https://doi.org/10.35111/rzz7-xq87,"June 16, 2014",2014,Text,,,broadcast news,GALE,machine translation,"Mandarin Chinese, English, Chinese","cmn, eng, zho",LDC User Agreement for Non-Members,LDC2014T11 Documents,"Subscription & Standard Members, and Non-Members","Friedman, Lauren, et al. GALE Phase 2 Chinese Broadcast News Parallel Text Part 2 LDC2014T11. Web Download. Philadelphia: Linguistic Data Consortium, 2014.",https://catalog.ldc.upenn.edu/LDC2014T11
2014,LDC2014T15,GALE Phase 2 Chinese Newswire Parallel Text Part 1,"Lauren Friedman, Hubert Jin, Song Chen, Gary Krug, Stephanie Strassel",LDC2014T15,1-58563-684-3,629-249-332-330-9,https://doi.org/10.35111/aa15-9007,"July 15, 2014",2014,Text,,,newswire,GALE,machine translation,"Mandarin Chinese, English, Chinese","cmn, eng, zho",LDC User Agreement for Non-Members,LDC2014T15 Documents,"Subscription & Standard Members, and Non-Members","Friedman, Lauren, et al. GALE Phase 2 Chinese Newswire Parallel Text Part 1 LDC2014T15. Web Download. Philadelphia: Linguistic Data Consortium, 2014.",https://catalog.ldc.upenn.edu/LDC2014T15
2014,LDC2014T20,GALE Phase 2 Chinese Newswire Parallel Text Part 2,"Lauren Friedman, Hubert Jin, Song Chen, Gary Krug, Stephanie Strassel",LDC2014T20,1-58563-689-4,648-015-860-144-5,https://doi.org/10.35111/4t21-1959,"September 15, 2014",2014,Text,,,newswire,GALE,machine translation,"Mandarin Chinese, English, Chinese","cmn, eng, zho",LDC User Agreement for Non-Members,LDC2014T20 Documents,"Subscription & Standard Members, and Non-Members","Friedman, Lauren, et al. GALE Phase 2 Chinese Newswire Parallel Text Part 2 LDC2014T20. Web Download. Philadelphia: Linguistic Data Consortium, 2014.",https://catalog.ldc.upenn.edu/LDC2014T20
2014,LDC2014T26,GALE Phase 2 Chinese Web Parallel Text,"Lauren Friedman, Hubert Jin, Song Chen, Gary Krug, Stephanie Strassel",LDC2014T26,1-58563-697-5,553-178-294-380-2,https://doi.org/10.35111/rp11-v735,"November 15, 2014",2014,Text,,,"newsgroups, weblogs",GALE,machine translation,"Mandarin Chinese, English, Chinese","cmn, eng, zho",LDC User Agreement for Non-Members,LDC2014T26 Documents,"Subscription & Standard Members, and Non-Members","Friedman, Lauren, et al. GALE Phase 2 Chinese Web Parallel Text LDC2014T26. Web Download. Philadelphia: Linguistic Data Consortium, 2014.",https://catalog.ldc.upenn.edu/LDC2014T26
2014,LDC2014S09,GALE Phase 3 Chinese Broadcast Conversation Speech Part 1,"Kevin Walker, Christopher Caruso, Kazuaki Maeda, Denise DiPersio, Stephanie Strassel",LDC2014S09,1-58563-699-1,248-931-036-356-4,https://doi.org/10.35111/rnep-td50,"December 15, 2014",2014,Sound,pcm,16000,broadcast conversation,GALE,speech recognition,"Mandarin Chinese, Chinese","cmn, zho",LDC User Agreement for Non-Members,LDC2014S09 Documents,"Subscription & Standard Members, and Non-Members","Walker, Kevin, et al. GALE Phase 3 Chinese Broadcast Conversation Speech Part 1 LDC2014S09. Web Download. Philadelphia: Linguistic Data Consortium, 2014.",https://catalog.ldc.upenn.edu/LDC2014S09
2014,LDC2014T28,GALE Phase 3 Chinese Broadcast Conversation Transcripts Part 1,"Meghan Glenn, Haejoong Lee, Stephanie Strassel, Kazuaki Maeda",LDC2014T28,1-58563-700-9,795-890-089-376-3,https://doi.org/10.35111/xh5d-3j19,"December 15, 2014",2014,Text,,,broadcast conversation,GALE,speech recognition,"Mandarin Chinese, Chinese","cmn, zho",LDC User Agreement for Non-Members,LDC2014T28 Documents,"Subscription & Standard Members, and Non-Members","Glenn, Meghan, et al. GALE Phase 3 Chinese Broadcast Conversation Transcripts Part 1 LDC2014T28. Web Download. Philadelphia: Linguistic Data Consortium, 2014.",https://catalog.ldc.upenn.edu/LDC2014T28
2014,LDC2014S05,Hispanic-English Database,"William Byrne, Eva Knodt, Jared Bernstein, Farzhad Emami",LDC2014S05,1-58563-633-9,838-711-181-871-3,https://doi.org/10.35111/mss2-fb97,"May 15, 2014",2014,Sound,pcm,8000,microphone speech,,"speaker identification, speech activity detection, speech recognition, spoken dialogue modeling","Spanish, English","spa, eng",LDC User Agreement for Non-Members,LDC2014S05 Documents,"Subscription & Standard Members, and Non-Members","Byrne, William, et al. Hispanic-English Database LDC2014S05. Web Download. Philadelphia: Linguistic Data Consortium, 2014.",https://catalog.ldc.upenn.edu/LDC2014S05
2014,LDC2014T09,HyTER Networks of Selected OpenMT08/09 Sentences,"Markus Dreyer, Daniel Marcu",LDC2014T09,1-58563-678-9,811-846-772-709-6,https://doi.org/10.35111/ed7d-z579,"May 15, 2014",2014,Text,,,"weblogs, newswire",NIST MT,machine translation,"English, Mandarin Chinese, Arabic, Chinese","eng, cmn, ara, zho",LDC User Agreement for Non-Members,,"Subscription & Standard Members, and Non-Members","Dreyer, Markus, and Daniel Marcu. HyTER Networks of Selected OpenMT08/09 Sentences LDC2014T09. Web Download. Philadelphia: Linguistic Data Consortium, 2014.",https://catalog.ldc.upenn.edu/LDC2014T09
2014,LDC2014S02,King Saud University Arabic Speech Database,"Mansour Alsulaiman, Ghulam Muhammad, Bencherif Mohamed Abdelkader, Awais  Mahmood, Zulfiqar  Ali",LDC2014S02,1-58563-669-X,789-673-729-277-5,https://doi.org/10.35111/vpqe-bz17,"February 17, 2014",2014,Sound,pcm,48000,microphone speech,,"speech recognition, speaker identification",Arabic,ara,King Saud University Arabic Speech Database,LDC2014S02 Documents,"Subscription & Standard Members, and Non-Members","Alsulaiman, Mansour, et al. King Saud University Arabic Speech Database LDC2014S02. Hard Drive. Philadelphia: Linguistic Data Consortium, 2014.",https://catalog.ldc.upenn.edu/LDC2014S02
2014,LDC2014T13,MADCAT Chinese Pilot Training Set,"Song Chen, David Lee, Stephen Grimes, Dave Doermann, Stephanie Strassel",LDC2014T13,1-58563-680-0,931-416-601-272-1,https://doi.org/10.35111/anvy-qh36,"June 16, 2014",2014,"Text, StillImage",,,"newswire, newsgroups, weblogs",MADCAT,"handwriting recognition, machine translation",Mandarin Chinese,cmn,LDC User Agreement for Non-Members,LDC2014T13 Documents,"Subscription & Standard Members, and Non-Members","Chen, Song, et al. MADCAT Chinese Pilot Training Set LDC2014T13. Web Download. Philadelphia: Linguistic Data Consortium, 2014.",https://catalog.ldc.upenn.edu/LDC2014T13
2014,LDC2014S03,Multi-Channel WSJ Audio,"Mike Lincoln, Erich Zwyssig, Iain McCowan",LDC2014S03,1-58563-674-6,766-428-479-143-5,https://doi.org/10.35111/zd7f-qr83,"April 15, 2014",2014,Sound,pcm,16000,newswire,,"speech recognition, speaker segmentation and tracking, speaker identification",English,eng,Multi-Channel WSJ Audio,LDC2014S03 Documents,"Subscription & Standard Members, and Non-Members","Lincoln, Mike, Erich Zwyssig, and Iain McCowan. Multi-Channel WSJ Audio LDC2014S03. Web Download. Philadelphia: Linguistic Data Consortium, 2014.",https://catalog.ldc.upenn.edu/LDC2014S03
2014,LDC2014T02,NIST 2012 Open Machine Translation (OpenMT) Progress Test Five Language Source,NIST Multimodal Information Group,LDC2014T02,1-58563-668-1,847-333-922-514-6,https://doi.org/10.35111/ewaw-bc22,"February 17, 2014",2014,Text,,,"web collection, newswire",NIST MT,machine translation,"Dari, Korean, Persian, English, Mandarin Chinese, Arabic, Iranian Persian, Chinese","prs, kor, fas, eng, cmn, ara, pes, zho",LDC User Agreement for Non-Members,LDC2014T02 Documents,"Subscription & Standard Members, and Non-Members","NIST Multimodal Information Group. NIST 2012 Open Machine Translation (OpenMT) Progress Test Five Language Source LDC2014T02. Web Download. Philadelphia: Linguistic Data Consortium, 2014.",https://catalog.ldc.upenn.edu/LDC2014T02
2014,LDC2014T16,TAC KBP Reference Knowledge Base,"Heather Simpson, Joe Ellis, Robert Parker, Stephanie Strassel",LDC2014T16,1-58563-685-1,043-495-621-872-3,https://doi.org/10.35111/4yac-wb16,"August 15, 2014",2014,Text,,,web collection,TAC,"information extraction, knowledge base population, knowledge representation",English,eng,LDC User Agreement for Non-Members,LDC2014T16 Documents,"Subscription & Standard Members, and Non-Members","Simpson, Heather, et al. TAC KBP Reference Knowledge Base LDC2014T16. Web Download. Philadelphia: Linguistic Data Consortium, 2014.",https://catalog.ldc.upenn.edu/LDC2014T16
2014,LDC2014S08,United Nations Proceedings Speech,"Kevin Chay, Cecilia Elizalde, Michal Ziemski",LDC2014S08,1-58563-693-2,527-011-778-815-0,https://doi.org/10.35111/whyr-g327,"October 15, 2014",2014,Sound,flac,22050,microphone speech,,"speech recognition, language identification","English, Mandarin Chinese, Standard Arabic, French, Russian, Spanish","eng, cmn, arb, fra, rus, spa",United Nations Proceedings Speech,,"Subscription & Standard Members, and Non-Members","Chay, Kevin, Cecilia Elizalde, and Michal Ziemski. United Nations Proceedings Speech LDC2014S08. Hard Drive. Philadelphia: Linguistic Data Consortium, 2014.",https://catalog.ldc.upenn.edu/LDC2014S08
2014,LDC2014S04,USC-SFI MALACH Interviews and Transcripts Czech,"Josef V. Psutka, Josef Psutka, Radová  Vlasta, Pavel Ircing, Matoušek  Jindřich, Müller  Luděk",LDC2014S04,1-58563-672-X,310-213-848-753-5,https://doi.org/10.35111/v2nt-7j09,"March 16, 2014",2014,"Sound, Text",pcm,16000,field recordings,MALACH,"speech recognition, sociolinguistics",Czech,ces,USC-SFI MALACH Interviews and Transcripts Czech For-ProfitUSC-SFI MALACH Interviews and Transcripts Czech Non-MemberUSC-SFI MALACH Interviews and Transcripts Czech Not-for-Profit,,"Subscription & Standard Members, and Non-Members","Psutka, Josef V., et al. USC-SFI MALACH Interviews and Transcripts Czech LDC2014S04. Web Download. Philadelphia: Linguistic Data Consortium, 2014.",https://catalog.ldc.upenn.edu/LDC2014S04
2013,LDC2013T06,1993-2007 United Nations Parallel Text,"Alex Franz, Shankar Kumar, Thorsten Brants",LDC2013T06,1-58563-638-X,375-727-871-052-5,https://doi.org/10.35111/2ntv-xb56,"March 15, 2013",2013,Text,,,government documents,,machine translation,"Spanish, Russian, French, English, Mandarin Chinese, Arabic, Chinese","spa, rus, fra, eng, cmn, ara, zho",UN Parallel Text Agreement,LDC2013T06 Documents,"Subscription & Standard Members, and Non-Members","Franz, Alex, Shankar Kumar, and Thorsten Brants. 1993-2007 United Nations Parallel Text LDC2013T06. Web Download. Philadelphia: Linguistic Data Consortium, 2013.",https://catalog.ldc.upenn.edu/LDC2013T06
2013,LDC2013T13,Chinese Proposition Bank 3.0,"Nianwen Xue, Xiaopeng Bai, Jill Lu, Jennifer Zhang, Martha Palmer, Meiyu Chang, Hua Zhong",LDC2013T13,1-58563-648-7,460-638-744-650-2,https://doi.org/10.35111/828e-w727,"July 15, 2013",2013,Text,,,"newswire, journal articles, broadcast news, broadcast conversation, weblogs",,"parsing, machine translation, linguistic analysis, information extraction",Mandarin Chinese,cmn,LDC User Agreement for Non-Members,LDC2013T13 Documents,"Subscription & Standard Members, and Non-Members","Xue, Nianwen, et al. Chinese Proposition Bank 3.0 LDC2013T13. Web Download. Philadelphia: Linguistic Data Consortium, 2013.",https://catalog.ldc.upenn.edu/LDC2013T13
2013,LDC2013T21,Chinese Treebank 8.0,"Nianwen Xue, Xiuhong Zhang, Zixin Jiang, Martha Palmer, Fei Xia, Fu-Dong Chiou, Meiyu Chang",LDC2013T21,1-58563-661-4,860-172-183-494-4,https://doi.org/10.35111/wygn-4f57,"November 15, 2013",2013,Text,,,"web collection, newswire, news magazine, broadcast news, broadcast conversation, weblogs","BOLT, GALE, TIDES","syntactic parsing, machine translation, linguistic analysis, information extraction","Mandarin Chinese, Chinese","cmn, zho",LDC User Agreement for Non-Members,LDC2013T21 Documents,"Subscription & Standard Members, and Non-Members","Xue, Nianwen, et al. Chinese Treebank 8.0 LDC2013T21. Web Download. Philadelphia: Linguistic Data Consortium, 2013.",https://catalog.ldc.upenn.edu/LDC2013T21
2013,LDC2013T02,Chinese-English Biology and Chemistry Abstract Parallel Text,"Christine Doran, John D. Burger, John C. Henderson, Guido Zarrella",LDC2013T02,1-58563-627-4,278-123-012-906-2,https://doi.org/10.35111/w3e2-e464,"January 15, 2013",2013,Text,,,journal articles,,machine translation,"English, Mandarin Chinese, Chinese","eng, cmn, zho",LDC User Agreement for Non-Members,LDC2013T02 Documents,"Subscription & Standard Members, and Non-Members","Doran, Christine, et al. Chinese-English Biology and Chemistry Abstract Parallel Text LDC2013T02. Web Download. Philadelphia: Linguistic Data Consortium, 2013.",https://catalog.ldc.upenn.edu/LDC2013T02
2013,LDC2013S09,CSC Deceptive Speech,"Columbia University, SRI International, University of Colorado Boulder",LDC2013S09,1-58563-660-6,030-491-638-667-9,https://doi.org/10.35111/q500-9a28,"November 15, 2013",2013,Sound,pcm,16000,microphone conversation,,"speech recognition, anomaly analysis",English,eng,CSC Deceptive Speech,LDC2013S09 Documents,"Subscription & Standard Members, and Non-Members","Columbia University, SRI International, and University of Colorado Boulder. CSC Deceptive Speech LDC2013S09. Web Download. Philadelphia: Linguistic Data Consortium, 2013.",https://catalog.ldc.upenn.edu/LDC2013S09
2013,LDC2013T14,GALE Arabic-English Parallel Aligned Treebank -- Broadcast News Part 1,"Xuansong Li, Stephen Grimes, Safa Ismael, Stephanie Strassel, Mohamed Maamouri, Ann Bies",LDC2013T14,1-58563-649-5,405-302-338-505-1,https://doi.org/10.35111/9npx-fe20,"July 15, 2013",2013,Text,,,broadcast news,GALE,"machine translation, information detection, cross-lingual information retrieval, automatic content extraction","English, Standard Arabic, Arabic","eng, arb, ara",LDC User Agreement for Non-Members,LDC2013T14 Documents,"Subscription & Standard Members, and Non-Members","Li, Xuansong, et al. GALE Arabic-English Parallel Aligned Treebank -- Broadcast News Part 1 LDC2013T14. Web Download. Philadelphia: Linguistic Data Consortium, 2013.",https://catalog.ldc.upenn.edu/LDC2013T14
2013,LDC2013T10,GALE Arabic-English Parallel Aligned Treebank -- Newswire,"Xuansong Li, Stephen Grimes, Safa Ismael, Dalal Zakhary, Stephanie Strassel, Mohamed Maamouri, Ann Bies",LDC2013T10,1-58563-644-4,544-051-024-519-9,https://doi.org/10.35111/3a4e-2893,"May 15, 2013",2013,Text,,,newswire,GALE,"machine translation, information detection, cross-lingual information retrieval, automatic content extraction","English, Standard Arabic, Arabic","eng, arb, ara",LDC User Agreement for Non-Members,LDC2013T10 Documents,"Subscription & Standard Members, and Non-Members","Li, Xuansong, et al. GALE Arabic-English Parallel Aligned Treebank -- Newswire LDC2013T10. Web Download. Philadelphia: Linguistic Data Consortium, 2013.",https://catalog.ldc.upenn.edu/LDC2013T10
