Year,Catalog_ID,Title,Author(s),LDC Catalog No.,ISBN,ISLRN,DOI,Release Date,Member Year(s),DCMI Type(s),Sample Type,Sample Rate,Data Source(s),Project(s),Application(s),Language(s),Language ID(s),License(s),Online Documentation,Licensing Instructions,Citation,URL
2020,LDC2020T01,Chinese CogBank,"Bin Li, Siqi Yin, Jie Xu, Li Song, Minxuan Feng",LDC2020T01,1-58563-917-6,382-367-821-870-2,https://doi.org/10.35111/w8tv-1e21,"February 17, 2020",2020,Text,,,web collection,,semantic role labelling,Mandarin Chinese,cmn,LDC User Agreement for Non-Members,LDC2020T01 Documents,"Subscription & Standard Members, and Non-Members","Li, Bin, et al. Chinese CogBank LDC2020T01. Web Download. Philadelphia: Linguistic Data Consortium, 2020.",https://catalog.ldc.upenn.edu/LDC2020T01
2020,LDC2020L02,"Chinese Lexical Resources for Gender, Number, Animacy","Song Chen, Jiahong Yuan, Xiaoyi Ma, Stephanie Strassel",LDC2020L02,1-58563-944-3,535-036-387-989-4,https://doi.org/10.35111/jmrz-8y15,"September 15, 2020",2020,Text,,,newswire,DEFT,entity extraction,Mandarin Chinese,cmn,LDC User Agreement for Non-Members,LDC2020L02 Documents,"Subscription & Standard Members, and Non-Members","Chen, Song, et al. Chinese Lexical Resources for Gender, Number, Animacy LDC2020L02. Web Download. Philadelphia: Linguistic Data Consortium, 2020.",https://catalog.ldc.upenn.edu/LDC2020L02
2020,LDC2020T23,"Corpus of Law, Academic, and News",Ariana Negar Mohammadi,LDC2020T23,1-58563-947-8,903-821-836-195-4,https://doi.org/10.35111/wcbv-pj21,"October 15, 2020",2020,Text,,,"newswire, journal articles, legal documents",,"discourse analysis, language teaching",Persian,fas,"Corpus of Law, Academic, and News Agreement",LDC2020T23 Documents,"Subscription & Standard Members, and Non-Members","Mohammadi, Ariana Negar. Corpus of Law, Academic, and News LDC2020T23. Web Download. Philadelphia: Linguistic Data Consortium, 2020.",https://catalog.ldc.upenn.edu/LDC2020T23
2020,LDC2020L01,Database of Word Level Statistics - Mandarin,"Karl David Neergaard, Hongzhi Xu, Chu-Ren Huang",LDC2020L01,1-58563-914-1,337-551-709-997-4,https://doi.org/10.35111/hcwt-mh66,"January 15, 2020",2020,Text,,,web collection,,"phonology, orthography, part of speech tagging, psycholinguistics",Mandarin Chinese,cmn,Database of Word Level Statistics – Mandarin Agreement,LDC2020L01 Documents,"Subscription & Standard Members, and Non-Members","Neergaard, Karl David, Hongzhi Xu, and Chu-Ren Huang. Database of Word Level Statistics - Mandarin LDC2020L01. Web Download. Philadelphia: Linguistic Data Consortium, 2020.",https://catalog.ldc.upenn.edu/LDC2020L01
2020,LDC2020T19,DEFT Chinese Light and Rich ERE Annotation,"Song Chen, Stephanie Strassel, Justin Mott",LDC2020T19,1-58563-941-9,971-396-989-375-3,https://doi.org/10.35111/GMN6-C105,"August 17, 2020",2020,Text,,,discussion forum,DEFT,information extraction,Mandarin Chinese,cmn,LDC User Agreement for Non-Members,LDC2020T19 Documents,"Subscription & Standard Members, and Non-Members","Chen, Song, Stephanie Strassel, and Justin Mott. DEFT Chinese Light and Rich ERE Annotation LDC2020T19. Web Download. Philadelphia: Linguistic Data Consortium, 2020.",https://catalog.ldc.upenn.edu/LDC2020T19
2020,LDC2020T06,EVALution,"Enrico Santus, Hongchao Liu, Chu-Ren Huang",LDC2020T06,1-58563-921-4,490-239-801-102-1,https://doi.org/10.35111/4h9q-yt20,"March 13, 2020",2020,Text,,,web collection,,semantic role labelling,"Mandarin Chinese, English","cmn, eng",EVALution Agreement,LDC2020T06 Documents,"Subscription & Standard Members, and Non-Members","Santus, Enrico, Hongchao Liu, and Chu-Ren Huang. EVALution LDC2020T06. Web Download. Philadelphia: Linguistic Data Consortium, 2020.",https://catalog.ldc.upenn.edu/LDC2020T06
2020,LDC2020S11,Global TIMIT Learner Simple English,"Hongwei Ding, Sishi Liao, Yuqing Zhan, Hui Feng, Wenchao He, Xiaoyan Hu, Yu Wu, Jiahong Yuan, Mark Liberman",LDC2020S11,1-58563-948-6,,https://doi.org/10.35111/zf5w-xq73,"November 16, 2020",2020,"Sound, Text",pcm,16000,microphone speech,,speech recognition,English,eng,LDC User Agreement for Non-Members,LDC2020S11 Documents,"Subscription & Standard Members, and Non-Members","Ding, Hongwei, et al. Global TIMIT Learner Simple English LDC2020S11. Web Download. Philadelphia: Linguistic Data Consortium, 2020.",https://catalog.ldc.upenn.edu/LDC2020S11
2020,LDC2020S09,Global TIMIT Learner Treebank English,"Huan Luan, Yanhong Wang, Hui Feng, Wenchao He, Xiaoyan Hu, Yu Wu, Jiahong Yuan, Mark Liberman",LDC2020S09,1-58563-946-X,678-780-575-672-7,https://doi.org/10.35111/jeck-hv79,"October 15, 2020",2020,"Sound, Text",pcm,16000,microphone speech,,speech recognition,English,eng,LDC User Agreement for Non-Members,LDC2020S09 Documents,"Subscription & Standard Members, and Non-Members","Luan, Huan, et al. Global TIMIT Learner Treebank English LDC2020S09. Web Download. Philadelphia: Linguistic Data Consortium, 2020.",https://catalog.ldc.upenn.edu/LDC2020S09
2020,LDC2020S12,Global TIMIT Mandarin Chinese-Guanzhong Dialect,"Yue  Jiang, Juhong Zhan, Hongjian Han, Zuohao Xu, Haiyan Zhou, Jiahong Yuan, Mark Liberman",LDC2020S12,1-58563-949-4,748-031-550-067-2,https://doi.org/10.35111/e46c-ec20,"December 15, 2020",2020,"Sound, Text",pcm,16000,microphone speech,,speech recognition,Mandarin Chinese,cmn,LDC User Agreement for Non-Members,LDC2020S12 Documents,"Subscription & Standard Members, and Non-Members","Jiang, Yue , et al. Global TIMIT Mandarin Chinese-Guanzhong Dialect LDC2020S12. Web Download. Philadelphia: Linguistic Data Consortium, 2020.",https://catalog.ldc.upenn.edu/LDC2020S12
2020,LDC2020S02,IARPA Babel Dholuo Language Pack IARPA-babel403b-v1.0b,"Aric Bills, Judith Bishop, Thomas Conners, Miriam Corris, Anne David, Eyal Dubinski, Jonathan G. Fiscus, Ketty Gann, Mary Harper, Michael Kazi, Nicolas Malyska, Jennifer Melot, Jessica Ray, Anton Rytting, Bushra Zawaydeh",LDC2020S02,1-58563-919-2,614-399-924-694-6,https://doi.org/10.35111/nexc-5y91,"February 17, 2020",2020,"Sound, Text",alaw,8000,telephone conversations,,speech recognition,Luo (Kenya and Tanzania),luo,IARPA Babel Dholuo Agreement (For-Profit)IARPA Babel Dholuo Agreement (Non-Member)IARPA Babel Dholuo Agreement (Not-For-Profit),LDC2020S02 Documents,"Subscription & Standard Members, and Non-Members","Bills, Aric, et al. IARPA Babel Dholuo Language Pack IARPA-babel403b-v1.0b LDC2020S02. Web Download. Philadelphia: Linguistic Data Consortium, 2020.",https://catalog.ldc.upenn.edu/LDC2020S02
2020,LDC2020S07,IARPA Babel Javanese Language Pack IARPA-babel402b-v1.0b,"Aric Bills, Judith Bishop, Thomas Conners, Anne David, Luanne Dela Cruz, Eyal Dubinski, Jonathan G. Fiscus, Ketty Gann, Mary Harper, Michael Kazi, Hanh Le, Nicolas Malyska, Jennifer Melot, Jessica Ray, Fred Richardson, Anton Rytting, Jacqui Zwanenburg",LDC2020S07,1-58563-937-0,133-899-222-167-3,https://doi.org/10.35111/6N78-9C72,"July 15, 2020",2020,"Sound, Text",alaw,8000,telephone conversations,,speech recognition,Javanese,jav,IARPA Babel Javanese Agreement (For-Profit)IARPA Babel Javanese Agreement (Non-Member)IARPA Babel Javanese Agreement (Not-For-Profit),LDC2020S07 Documents,"Subscription & Standard Members, and Non-Members","Bills, Aric, et al. IARPA Babel Javanese Language Pack IARPA-babel402b-v1.0b LDC2020S07. Web Download. Philadelphia: Linguistic Data Consortium, 2020.",https://catalog.ldc.upenn.edu/LDC2020S07
2020,LDC2020S10,IARPA Babel Mongolian Language Pack IARPA-babel401b-v2.0b,"Aric Bills, Judith Bishop, Thomas Conners, Anne David, Eyal Dubinski, Jonathan G. Fiscus, Ketty Gann, Mary Harper, Michael Kazi, Lynn-Li Lim, Nicolas Malyska, Jennifer Melot, Jessica Ray, Anton Rytting, Sinney Shen, Rosanna Smith",LDC2020S10,1-58563-945-1,312-159-865-368-5,https://doi.org/10.35111/hgpe-cp39,"October 15, 2020",2020,"Sound, Text",alaw,8000,telephone conversations,,speech recognition,Halh Mongolian,khk,IARPA Babel Mongolian Agreement (For-Profit)IARPA Babel Mongolian Agreement (Non-Member)IARPA Babel Mongolian Agreement (Not-For-Profit),LDC2020S10 Documents,"Subscription & Standard Members, and Non-Members","Bills, Aric, et al. IARPA Babel Mongolian Language Pack IARPA-babel401b-v2.0b LDC2020S10. Web Download. Philadelphia: Linguistic Data Consortium, 2020.",https://catalog.ldc.upenn.edu/LDC2020S10
2020,LDC2020S01,LibriVox Spanish,Carlos Daniel Hernández Mena,LDC2020S01,1-58563-913-3,256-321-086-598-2,https://doi.org/10.35111/a44z-6x49,"January 15, 2020",2020,"Sound, Text",pcm,16000,microphone speech,,speech recognition,Spanish,spa,LDC User Agreement for Non-Members,LDC2020S01 Documents,"Subscription & Standard Members, and Non-Members","Hernández Mena, Carlos Daniel. LibriVox Spanish LDC2020S01. Web Download. Philadelphia: Linguistic Data Consortium, 2020.",https://catalog.ldc.upenn.edu/LDC2020S01
2020,LDC2020T10,LORELEI Entity Detection and Linking Knowledge Base,"Stephanie Strassel, Jennifer Tracey, Ann Bies, Neil Kuster, Michael Ciul",LDC2020T10,1-58563-926-5,571-976-494-378-2,https://doi.org/10.35111/8rdp-tq10,"May 15, 2020",2020,Text,,,"web collection, government documents",LORELEI,"knowledge base population, entity extraction, information extraction, machine translation, cross-language transfer",English,eng,LDC User Agreement for Non-Members,LDC2020T10 Documents,"Subscription & Standard Members, and Non-Members","Strassel, Stephanie, et al. LORELEI Entity Detection and Linking Knowledge Base LDC2020T10. Web Download. Philadelphia: Linguistic Data Consortium, 2020.",https://catalog.ldc.upenn.edu/LDC2020T10
2020,LDC2020T11,LORELEI Oromo Incident Language Pack,"Jennifer Tracey, David Graff, Stephanie Strassel, Michael Arrigo, Jonathan Wright, Ann Bies",LDC2020T11,1-58563-929-X,067-446-898-117-9,https://doi.org/10.35111/rfwq-7j39,"May 15, 2020",2020,"Software, Text",,,"discussion forum, newsgroups, newswire, religious texts, web collection, weblogs",LORELEI,"cross-language transfer, entity extraction, information extraction, machine translation","Oromo, English","orm, eng",LDC User Agreement for Non-Members,LDC2020T11 Documents,"Subscription & Standard Members, and Non-Members","Tracey, Jennifer, et al. LORELEI Oromo Incident Language Pack LDC2020T11. Web Download. Philadelphia: Linguistic Data Consortium, 2020.",https://catalog.ldc.upenn.edu/LDC2020T11
2020,LDC2020T22,LORELEI Tigrinya Incident Language Pack,"Jennifer Tracey, David Graff, Stephanie Strassel, Michael Arrigo, Jonathan Wright, Ann Bies",LDC2020T22,1-58563-935-4,974-181-430-712-4,https://doi.org/10.35111/gm1j-4r08,"September 15, 2020",2020,"Software, Text",,,"discussion forum, newsgroups, newswire, religious texts, web collection, weblogs",LORELEI,"cross-language transfer, entity extraction, information extraction, machine translation","Tigrinya, English","tir, eng",LDC User Agreement for Non-Members,LDC2020T22 Documents,"Subscription & Standard Members, and Non-Members","Tracey, Jennifer, et al. LORELEI Tigrinya Incident Language Pack LDC2020T22. Web Download. Philadelphia: Linguistic Data Consortium, 2020.",https://catalog.ldc.upenn.edu/LDC2020T22
2020,LDC2020T24,LORELEI Ukrainian Representative Language Pack,"Jennifer Tracey, Stephanie Strassel, David Graff, Jonathan Wright, Song Chen, Neville Ryant, Xiaoyi Ma, Seth Kulick, Dana Delgado, Michael Arrigo",LDC2020T24,1-58563-934-6,551-143-444-242-2,https://doi.org/10.35111/4hht-gc91,"November 16, 2020",2020,"Software, Text",,,"discussion forum, newswire, web collection, weblogs",LORELEI,"cross-language transfer, entity extraction, information extraction, machine translation","Ukrainian, English","ukr, eng",LDC User Agreement for Non-Members,LDC2020T24 Documents,"Subscription & Standard Members, and Non-Members","Tracey, Jennifer, et al. LORELEI Ukrainian Representative Language Pack LDC2020T24. Web Download. Philadelphia: Linguistic Data Consortium, 2020.",https://catalog.ldc.upenn.edu/LDC2020T24
2020,LDC2020T17,LORELEI Vietnamese Representative Language Pack,"Jennifer Tracey, Stephanie Strassel, David Graff, Jonathan Wright, Song Chen, Neville Ryant, Seth Kulick, Kira Griffitt, Dana Delgado, Michael Arrigo",LDC2020T17,1-58563-933-8,257-294-146-794-3,https://doi.org/10.35111/B7KZ-9804,"August 17, 2020",2020,"Software, Text",,,"discussion forum, newswire, web collection, weblogs",LORELEI,"cross-language transfer, entity extraction, information extraction, machine translation","Vietnamese, English","vie, eng",LDC User Agreement for Non-Members,LDC2020T17 Documents,"Subscription & Standard Members, and Non-Members","Tracey, Jennifer, et al. LORELEI Vietnamese Representative Language Pack LDC2020T17. Web Download. Philadelphia: Linguistic Data Consortium, 2020.",https://catalog.ldc.upenn.edu/LDC2020T17
2020,LDC2020T04,Machine Reading Phase 1 IC Training Data,"Heather Simpson, Stephanie Strassel, Jonathan Wright, Kira Griffitt",LDC2020T04,1-58563-916-8,013-884-229-405-9,https://doi.org/10.35111/tj3x-ce20,"February 17, 2020",2020,Text,,,newswire,Machine Reading,"machine reading, knowledge representation, information extraction",English,eng,LDC User Agreement for Non-Members,LDC2020T04 Documents,"Subscription & Standard Members, and Non-Members","Simpson, Heather, et al. Machine Reading Phase 1 IC Training Data LDC2020T04. Web Download. Philadelphia: Linguistic Data Consortium, 2020.",https://catalog.ldc.upenn.edu/LDC2020T04
2020,LDC2020S03,Mixer 4 and 5 Speech,"Linda Brandschain, Kevin Walker, David Graff, Christopher Cieri, Abby Neely, Nikki Mirghafori, Barbara Peskin, Jack Godfrey, Stephanie Strassel, Fred Goodman, George R. Doddington, Mike King",LDC2020S03,1-58563-922-2,102-906-715-140-9,https://doi.org/10.35111/xq98-yj91,"March 13, 2020",2020,Sound,pcm,16000,"microphone conversation, telephone conversations","MIXER, NIST SRE",speaker identification,English,eng,,LDC2020S03 Documents,"Subscription & Standard Members, and Non-Members","Brandschain, Linda, et al. Mixer 4 and 5 Speech LDC2020S03. Web Download. Philadelphia: Linguistic Data Consortium, 2020.",https://catalog.ldc.upenn.edu/LDC2020S03
2020,LDC2020S05,Multi-Language Conversational Telephone Speech 2011 -- Mandarin Chinese,"Karen Jones, David Graff, Kevin Walker, Stephanie Strassel",LDC2020S05,1-58563-927-3,149-567-413-970-6,https://doi.org/10.35111/h61y-f636,"May 15, 2020",2020,Sound,pcm,8000,telephone conversations,NIST LRE,language identification,Mandarin Chinese,cmn,LDC User Agreement for Non-Members,LDC2020S05 Documents,"Subscription & Standard Members, and Non-Members","Jones, Karen, et al. Multi-Language Conversational Telephone Speech 2011 -- Mandarin Chinese LDC2020S05. Web Download. Philadelphia: Linguistic Data Consortium, 2020.",https://catalog.ldc.upenn.edu/LDC2020S05
2020,LDC2020T16,Penn Parsed Corpora of Historical English,Anthony Kroch,LDC2020T16,1-58563-936-2,868-644-188-709-3,https://doi.org/10.35111/4hzx-5483,"July 15, 2020",2020,"Software, Text",,,"fiction, journal entries, non-fiction, religious texts",,"historical linguistics, machine learning, parsing, part of speech tagging","English, Middle English (1100-1500)","eng, enm",Penn Parsed Corpora of Historical English Agreement,LDC2020T16 Documents,"Subscription & Standard Members, and Non-Members","Kroch, Anthony. Penn Parsed Corpora of Historical English LDC2020T16. Web Download. Philadelphia: Linguistic Data Consortium, 2020.",https://catalog.ldc.upenn.edu/LDC2020T16
2020,LDC2020S13,Phonemes of Arabic,"Mohamed Alshaari, Hussien ElHarati, Veton Kepuska",LDC2020S13,1-58563-950-8,049-846-101-218-5,https://doi.org/10.35111/gkk0-5980,"December 15, 2020",2020,Sound,pcm,48000,microphone speech,,"speech recognition, language identification",Arabic,ara,LDC User Agreement for Non-Members,LDC2020S13 Documents,"Subscription & Standard Members, and Non-Members","Alshaari, Mohamed, Hussien ElHarati, and Veton Kepuska. Phonemes of Arabic LDC2020S13. Web Download. Philadelphia: Linguistic Data Consortium, 2020.",https://catalog.ldc.upenn.edu/LDC2020S13
2020,LDC2020T12,SemTransCNC,"Shichang Wang, Chu-Ren Huang, Yao Yao, Angel Chan",LDC2020T12,1-58563-931-1,835-247-023-332-5,https://doi.org/10.35111/vreb-7n07,"June 22, 2020",2020,Text,,,"web collection, newswire, essays, journal articles, non-fiction, fiction, microphone speech, journal entries, meeting speech, microphone conversation, correspondence, transcribed speech, dictionaries",,semantic role labelling,Mandarin Chinese,cmn,SemTransCNC Agreement,LDC2020T12 Documents,"Subscription & Standard Members, and Non-Members","Wang, Shichang, et al. SemTransCNC LDC2020T12. Web Download. Philadelphia: Linguistic Data Consortium, 2020.",https://catalog.ldc.upenn.edu/LDC2020T12
2020,LDC2020T14,Speech Sentiment Annotations,"Eric Y. Chen, Zhiyun Lu, Hao Xu, Liangliang Cao, Yu Zhang, James Fan",LDC2020T14,1-58563-939-7,793-392-711-640-2,https://doi.org/10.35111/HBK2-0H71,"July 15, 2020",2020,Text,,,telephone conversations,,sentiment detection,English,eng,LDC User Agreement for Non-Members,LDC2020T14 Documents,"Subscription & Standard Members, and Non-Members","Chen, Eric Y., et al. Speech Sentiment Annotations LDC2020T14. Web Download. Philadelphia: Linguistic Data Consortium, 2020.",https://catalog.ldc.upenn.edu/LDC2020T14
2020,LDC2020T03,TAC KBP English Event Argument - Training and Evaluation Data 2014-2015,"Joe Ellis, Jeremy Getman, Stephanie Strassel",LDC2020T03,1-58563-918-4,505-557-960-269-8,https://doi.org/10.35111/th16-k019,"February 17, 2020",2020,Text,,,"newswire, discussion forum",TAC,"event detection, knowledge base population",English,eng,LDC User Agreement for Non-Members,LDC2020T03 Documents,"Subscription & Standard Members, and Non-Members","Ellis, Joe, Jeremy Getman, and Stephanie Strassel. TAC KBP English Event Argument - Training and Evaluation Data 2014-2015 LDC2020T03. Web Download. Philadelphia: Linguistic Data Consortium, 2020.",https://catalog.ldc.upenn.edu/LDC2020T03
2020,LDC2020T13,TAC KBP English Event Nugget Detection and Coreference - Comprehensive Training and Evaluation Data 2014-2015,"Ann Bies, Joe Ellis, Jeremy Getman, Song Chen, Stephanie Strassel",LDC2020T13,1-58563-932-X,041-476-913-558-2,https://doi.org/10.35111/tj1h-js83,"June 22, 2020",2020,"Text, Software",,,"newswire, discussion forum",TAC,"event detection, knowledge base population",English,eng,LDC User Agreement for Non-Members,LDC2020T13 Documents,"Subscription & Standard Members, and Non-Members","Bies, Ann, et al. TAC KBP English Event Nugget Detection and Coreference - Comprehensive Training and Evaluation Data 2014-2015 LDC2020T13. Web Download. Philadelphia: Linguistic Data Consortium, 2020.",https://catalog.ldc.upenn.edu/LDC2020T13
2020,LDC2020T08,TAC KBP English Temporal Slot Filling - Comprehensive Training and Evaluation Data 2011 and 2013,"Joe Ellis, Jeremy Getman, Stephanie Strassel",LDC2020T08,1-58563-925-7,425-241-890-403-8,https://doi.org/10.35111/w4x9-7n52,"April 15, 2020",2020,Text,,,"discussion forum, newswire, web collection",TAC,"information extraction, knowledge base population, relation extraction, knowledge representation, temporal analysis",English,eng,LDC User Agreement for Non-Members,LDC2020T08 Documents,"Subscription & Standard Members, and Non-Members","Ellis, Joe, Jeremy Getman, and Stephanie Strassel. TAC KBP English Temporal Slot Filling - Comprehensive Training and Evaluation Data 2011 and 2013 LDC2020T08. Web Download. Philadelphia: Linguistic Data Consortium, 2020.",https://catalog.ldc.upenn.edu/LDC2020T08
2020,LDC2020T18,TAC KBP Event Argument - Comprehensive Training and Evaluation Data 2016-2017,"Joe Ellis, Jeremy Getman, Song Chen, Stephanie Strassel",LDC2020T18,1-58563-940-0,982-513-576-529-0,https://doi.org/10.35111/kg3z-4q43,"August 17, 2020",2020,Text,,,"newswire, discussion forum",TAC,"event detection, knowledge base population","English, Mandarin Chinese, Spanish","eng, cmn, spa",LDC User Agreement for Non-Members,LDC2020T18 Documents,"Subscription & Standard Members, and Non-Members","Ellis, Joe, et al. TAC KBP Event Argument - Comprehensive Training and Evaluation Data 2016-2017 LDC2020T18. Web Download. Philadelphia: Linguistic Data Consortium, 2020.",https://catalog.ldc.upenn.edu/LDC2020T18
2019,LDC2019S20,2016 NIST Speaker Recognition Evaluation Test Set,"Craig Greenberg, Omid Sadjadi, Timothee Kheyrkhah, Karen Jones, Kevin Walker, Stephanie Strassel, David Graff",LDC2019S20,1-58563-904-4,261-271-974-389-4,https://doi.org/10.35111/bd9y-k619,"October 15, 2019",2019,Sound,alaw,8000,telephone speech,NIST SRE,speaker identification,"Tagalog, Yue Chinese, Cebuano, Mandarin Chinese","tgl, yue, ceb, cmn",LDC User Agreement for Non-Members,LDC2019S20 Documents,"Subscription & Standard Members, and Non-Members","Greenberg, Craig, et al. 2016 NIST Speaker Recognition Evaluation Test Set LDC2019S20. Web Download. Philadelphia: Linguistic Data Consortium, 2019.",https://catalog.ldc.upenn.edu/LDC2019S20
2019,LDC2019T01,BOLT Arabic Discussion Forum Parallel Training Data,"Song Chen, Jennifer Tracey, Christopher Walker, Stephanie Strassel",LDC2019T01,1-58563-871-4,406-719-208-907-3,https://doi.org/10.35111/bbk4-8c25,"January 15, 2019",2019,Text,,,discussion forum,BOLT,machine translation,"Egyptian Arabic, English","arz, eng",LDC User Agreement for Non-Members,LDC2019T01 Documents,"Subscription & Standard Members, and Non-Members","Chen, Song, et al. BOLT Arabic Discussion Forum Parallel Training Data LDC2019T01. Web Download. Philadelphia: Linguistic Data Consortium, 2019.",https://catalog.ldc.upenn.edu/LDC2019T01
2019,LDC2019T13,BOLT Chinese-English Word Alignment and Tagging -- SMS/Chat Training,"Xuansong Li, Stephen Grimes, Stephanie Strassel",LDC2019T13,1-58563-901-X,423-788-018-824-3,https://doi.org/10.35111/zbdg-8t66,"September 16, 2019",2019,Text,,,text chat conversations,BOLT,"content-based retrieval, machine translation, tagging","Mandarin Chinese, English","cmn, eng",LDC User Agreement for Non-Members,LDC2019T13 Documents,"Subscription & Standard Members, and Non-Members","Li, Xuansong, Stephen Grimes, and Stephanie Strassel. BOLT Chinese-English Word Alignment and Tagging -- SMS/Chat Training LDC2019T13. Web Download. Philadelphia: Linguistic Data Consortium, 2019.",https://catalog.ldc.upenn.edu/LDC2019T13
2019,LDC2019T18,BOLT Egyptian Arabic-English Word Alignment -- SMS/Chat Training,"Xuansong Li, Stephen Grimes, Stephanie Strassel",LDC2019T18,1-58563-912-5,254-006-253-137-3,https://doi.org/10.35111/1kea-zq24,"December 05, 2019",2019,Text,,,text chat conversations,BOLT,"automatic content extraction, machine translation","Egyptian Arabic, English","arz, eng",LDC User Agreement for Non-Members,LDC2019T18 Documents,"Subscription & Standard Members, and Non-Members","Li, Xuansong, Stephen Grimes, and Stephanie Strassel. BOLT Egyptian Arabic-English Word Alignment -- SMS/Chat Training LDC2019T18. Web Download. Philadelphia: Linguistic Data Consortium, 2019.",https://catalog.ldc.upenn.edu/LDC2019T18
2019,LDC2019T06,BOLT Egyptian-English Word Alignment -- Discussion Forum Training,"Xuansong Li, Katherine Peterson, Stephen Grimes, Stephanie Strassel",LDC2019T06,1-58563-881-1,969-111-040-293-0,https://doi.org/10.35111/me9d-jr38,"April 15, 2019",2019,Text,,,discussion forum,BOLT,"automatic content extraction, machine translation","Egyptian Arabic, English","arz, eng",LDC User Agreement for Non-Members,LDC2019T06 Documents,"Subscription & Standard Members, and Non-Members","Li, Xuansong, et al. BOLT Egyptian-English Word Alignment -- Discussion Forum Training LDC2019T06. Web Download. Philadelphia: Linguistic Data Consortium, 2019.",https://catalog.ldc.upenn.edu/LDC2019T06
2019,LDC2019T15,BOLT English Treebank - Discussion Forum,"Ann Bies, Justin Mott, Colin Warner, Seth Kulick",LDC2019T15,1-58563-905-2,674-042-426-183-2,https://doi.org/10.35111/xpnt-sz28,"October 15, 2019",2019,Text,,,discussion forum,BOLT,"automatic content extraction, information detection, machine translation",English,eng,LDC User Agreement for Non-Members,LDC2019T15 Documents,"Subscription & Standard Members, and Non-Members","Bies, Ann, et al. BOLT English Treebank - Discussion Forum LDC2019T15. Web Download. Philadelphia: Linguistic Data Consortium, 2019.",https://catalog.ldc.upenn.edu/LDC2019T15
2019,LDC2019S21,CALLFRIEND American English-Non-Southern Dialect Second Edition,"Alexandra Canavan, George Zipperlen, John Bartlett",LDC2019S21,1-58563-907-9,275-001-054-055-7,https://doi.org/10.35111/qasz-dp17,"November 15, 2019",2019,Sound,ulaw,8000,telephone conversations,"EARS, GALE, LID",language identification,English,eng,LDC User Agreement for Non-Members,LDC2019S21 Documents,"Subscription & Standard Members, and Non-Members","Canavan, Alexandra, George Zipperlen, and John Bartlett. CALLFRIEND American English-Non-Southern Dialect Second Edition LDC2019S21. Web Download. Philadelphia: Linguistic Data Consortium, 2019.",https://catalog.ldc.upenn.edu/LDC2019S21
2019,LDC2019S18,CALLFRIEND Canadian French Second Edition,"Alexandra Canavan, George Zipperlen, John Bartlett",LDC2019S18,1-58563-902-8,253-424-108-458-8,https://doi.org/10.35111/11q0-p865,"September 16, 2019",2019,Sound,ulaw,8000,telephone conversations,"EARS, GALE, LID",language identification,French,fra,LDC User Agreement for Non-Members,LDC2019S18 Documents,"Subscription & Standard Members, and Non-Members","Canavan, Alexandra, George Zipperlen, and John Bartlett. CALLFRIEND Canadian French Second Edition LDC2019S18. Web Download. Philadelphia: Linguistic Data Consortium, 2019.",https://catalog.ldc.upenn.edu/LDC2019S18
2019,LDC2019S04,CALLFRIEND Egyptian Arabic Second Edition,"Alexandra Canavan, George Zipperlen, John Bartlett",LDC2019S04,1-58563-878-1,630-695-749-712-5,https://doi.org/10.35111/b6pd-wn73,"March 15, 2019",2019,Sound,ulaw,8000,telephone conversations,"EARS, GALE, LID",language identification,Egyptian Arabic,arz,LDC User Agreement for Non-Members,LDC2019S04 Documents,"Subscription & Standard Members, and Non-Members","Canavan, Alexandra, George Zipperlen, and John Bartlett. CALLFRIEND Egyptian Arabic Second Edition LDC2019S04. Web Download. Philadelphia: Linguistic Data Consortium, 2019.",https://catalog.ldc.upenn.edu/LDC2019S04
2019,LDC2019T07,Chinese Abstract Meaning Representation 1.0,"Bin Li, Yuan Wen, Li Song, Rubing Dai, Weiguang Qu, Nianwen Xue",LDC2019T07,1-58563-880-3,376-537-072-369-4,https://doi.org/10.35111/8ddt-ze77,"April 15, 2019",2019,Text,,,"weblogs, discussion forum",ACE,"parsing, syntactic parsing, semantic role labelling",Mandarin Chinese,cmn,LDC User Agreement for Non-Members,LDC2019T07 Documents,"Subscription & Standard Members, and Non-Members","Li, Bin, et al. Chinese Abstract Meaning Representation 1.0 LDC2019T07. Web Download. Philadelphia: Linguistic Data Consortium, 2019.",https://catalog.ldc.upenn.edu/LDC2019T07
2019,LDC2019S07,CIEMPIESS Experimentation,Carlos Daniel Hernández Mena,LDC2019S07,1-58563-884-6,139-696-537-175-5,https://doi.org/10.35111/xdx5-n815,"May 15, 2019",2019,"Software, Sound, Text",pcm,16000,"broadcast conversation, microphone speech",,speech recognition,Spanish,spa,LDC User Agreement for Non-Members,LDC2019S07 Documents,"Subscription & Standard Members, and Non-Members","Hernández Mena, Carlos Daniel. CIEMPIESS Experimentation LDC2019S07. Web Download. Philadelphia: Linguistic Data Consortium, 2019.",https://catalog.ldc.upenn.edu/LDC2019S07
